epoch,accuracy,loss,val_accuracy,val_loss
115,0.0,0.0027469920460134745,0.0,0.007553952746093273
116,0.0,0.0026438175700604916,0.0,0.0010778510477393866
117,0.0,0.0021567202638834715,0.0,0.0040224152617156506
118,0.0,0.0028422747272998095,0.0,0.003166837152093649
119,0.0,0.001992128323763609,0.0,0.0030351460445672274
120,0.0,0.0024867800530046225,0.0,0.0004418347089085728
121,0.0,0.002473131287842989,0.0,0.00028938925242982805
122,0.0,0.002299961633980274,0.0,0.005960860755294561
123,0.0,0.0023382524959743023,0.0,0.004477874841541052
124,0.0,0.0026238698046654463,0.0,0.0012350431643426418
125,0.0,0.0022771533112972975,0.0,0.00393160292878747
126,0.0,0.0025484284851700068,0.0,0.013596544042229652
127,0.0,0.0020408311393111944,0.0,0.0010115924524143338
128,0.0,0.003002129029482603,0.0,0.0017668257933109999
129,0.0,0.0019495467422530055,0.0,0.003997354302555323
130,0.0,0.002378137083724141,0.0,0.0031547527760267258
131,0.0,0.0021923407912254333,0.0,0.00486387824639678
132,0.0,0.0028628127183765173,0.0,0.0001253829395864159
133,0.0,0.0013572890311479568,0.0,0.003539660479873419
134,0.0,0.0030021469574421644,0.0,0.0028859118465334177
135,0.0,0.00198354572057724,0.0,0.0012589948019012809
136,0.0,0.0015599312027916312,0.0,0.005553057417273521
137,0.0,0.00253098807297647,0.0,0.00023381398932542652
138,0.0,0.001934366999194026,0.0,0.003995618782937527
139,0.0,0.0021445038728415966,0.0,0.00017765544180292636
140,0.0,0.002484569326043129,0.0,0.003877013921737671
141,0.0,0.002377866068854928,0.0,0.001040070317685604
142,0.0,0.0018067300552502275,0.0,0.00039236422162503004
143,0.0,0.0025016034487634897,0.0,0.0015269906725734472
144,0.0,0.0027572724502533674,0.0,0.00034968904219567776
145,0.0,0.0018399051623418927,0.0,0.005227197427302599
146,0.0,0.0022320884745568037,0.0,0.00405335146933794
147,0.0,0.0017988343024626374,0.0,0.0006940255989320576
148,0.0,0.0021567775402218103,0.0,0.0008884729468263686
149,0.0,0.001977732637897134,0.0,0.00339292804710567
